ulasan,makanan,minuman,pelayanan,tempat,harga
"
mie bangladesh nya juara, selalu langganan disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh nya sangat tidak mengecewakan, kue Timpannya juga sangat enak sampe saya musti bawa pulang karena gak puasa hanya makan yang di situ  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh yang khas... Minta taburan bawang gorengnya yg banyak.. Biar lbh maaknyus  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie becek favorit kami sekeluarga.. tahun 2020 tempat nya makin lebar aja..  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie becek nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie becek the best..mirip mie tektek tapi nyemek gt sup dikit aje ,ga ngebanjir dah .  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie disini enakkk,rate 4 dari 5  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie goreng nya bikin nagih  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie kuah sama mie bangladeshnha enak menurut saya, ditambah pelayanan yang baik,dan ramah, ohiya pekerjanya juga cakep cakep loh hahaha  ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah meriah enak, tapi kurang nyaman biasa gimana keadaan warkop  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Positif
"
Murah untuk ukuran Indomie Becek, nggak direkomendasikan untuk datang saat peak hour karena bakalan penuh.  ",Positif,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Nasi kucing / nasi perangnya rekomen..enak bgt asli..😁👍  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nikmeh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nyaman dan penuh kejutan dalam setiap rasa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nyaman tempatnya  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Ok. MantapHarga bersahabat  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Okelah untuk nongkrong malam dan tengah malam. Mie Bangladesh nya top, jus nya juga oke..  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Olahan mie instan yg original, sedap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Paling mantap kesini habis olahraga pagi, sarapan mie becek bersama anak dan istri, risolenya enak juga isinya kentang dan wortel, tempatnya juga cocok buat nonggi (nongkrong pagi)... rekomended lah sarapan disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
panas, pengap  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Pegawainya malas gerak  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Pelanggan since 2017  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pelayanan agak lamban...Hrs medan 2x br dtg makanan...  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan cepat dan ramah. Indomie rebus, goreng dan bangladesh nya highly recommended!  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan ramh, tempatnya bersih  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Pelayananya kurang bagus, pesanan lama sampai keburu lapar, tidak sebagus warmindo mas agoeng multatuli  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Penyajiannya cepat,sekalipun ramai pngunjung.citarasa mie nya mantap.hargapun bersahabat.suasana menyenangkan.coba deh kunjungi..pasti tdk menyesal  ",Positif,Aspek tidak ada,Positif,Positif,Positif
"
Petugasnya ramah, harga terjangkau  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Ramah dan sopan  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Ramai disini. Harus menunggu. Rasa enak. Tapi porsi kecil.  ",Netral,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Ramai pengunjung, bisa dijadikan rekomendasi  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
rame dan asik untuk nongki  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Rame dan makanan nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rame tempat nya, apalagi klau tengah malam menjelang pagi gak bisa tidur, atau mau cuci mata. Silakan dtg aja. Harga tidak mengecewakan kok, tidak nyesel kalau mau kemari  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
rame,indomie becek nya maknyos  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rameeeee. Ebak mie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa Biasa saja, tp tempat bersih.  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
rasa indomienya emang khas... mantap... selalu ramai seperti biasanya...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa standar, sesuai harga lah  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Rasanya enak. Harga variasi. Bersih, ada toilet, deket mesjid  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Rasanya kuat dan mantap, pernah cobain saingannya pas rame2nya malam dan makan di Iwan pas siang. Lebih suka di sini sih, tapi gak tau deh ngaruh karna pas sepi atau enggak, harusnya enggak ya, dan memang lebih kuat dan terasa bumbunya.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasanya makyussssHarga bersahabat  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Recomended untuk pesan menu indomie  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Salah satu warkop tongkrongan yang nyaman, tidak terlalu ramai dan indomie-nya enak.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Sama seperti warkop2 yang lain dan merupakan warkop pertama di kota medan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
sangat enak makanannya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sangat ramai harga ekonomis  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Sekarang tempat nya lebih lebar dan luas makana nya enak apa lagi banglades nya mantap pokonya  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Sep, tp mahal  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Serba indomi... dr kuah, goreng dll. Harga standar. Rasa lumayan enak.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Seruuuuu...Mie instannya manteppp....  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Servis ny memuaskan  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Sesak dan slalu rame 😁  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Standar warkop, lokasi warkop iwan sebelumnya di area depan rs. elisabeth  namun skrg sudah pindah ke tempat  ini.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Standart biasa aja  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Strategis  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Suka tempatnya, makanannya juga enak tapi terlalu banyak yg minta"" keluar masuk yg bikin customer kurang nyaman  ",Positif,Aspek tidak ada,Negatif,Positif,Aspek tidak ada
"
Surprisingly bersih dan adem, new fav Warkop in town.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
tempat cukup rame, tempat nongkrong dengan budget terjangkau..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
tempat favorit makan siang ini mah.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat ini menyediakan makan dan minum, cocok untuk keluarga. Parkir aman dan luas letaknya cukup strategis.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat ini menyediakan menu seperti Indomie , bisa untuk sarapan , makan siang dan atau makan malam. Tempat ngobrol dengan kawan kantor juga asyik sambil minum kopi atau teh .  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat luas ...dingin..Mi nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat makan indomie enak di multatuli  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong klu malam lg kelaparan, ramai, masakanya enak dan pelayanya ramah  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong malam di daerah multatuli medan. Biasa lapar malam? Di sini bisa dapetin nasi perang/mie hingga tengah malam. Sayangnya banyak yang merokok, jadi agak kurang nyaman untuk wanita yang alergi asap rokok  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tempat nongkrong paling sedap... teh tarik es nya joss  ",Aspek tidak ada,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong ya asyik  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong yang enak, rasa makanan nya juga cukup enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong yang harga terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Tempat nongkrong yg asyik. Murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempat nonkrong dan ngemil diatas jam 00:00.Tempat lebih BERSIH dan lebih RAPI.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nonkrong malam / subuh sambil mkn indomie.Lebih BERSIH drpd yg lain.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nya asik, trus makanan nya murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempat nya bersih..dan pilihan makanan dn minuman cukup bervariasi  ",Netral,Netral,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nya luas tapi kalo rame panas kali karena kipas kurang besar  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat nya ramai n asik  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nya sangat ramai dan meriah, makanan yang disediakan lumayan sedap. Harganya juga terjangkau. Karyawan nya juga ramah dan baik. Menu yang ditawarkan juga lumayan banyak, begitu juga dengan minuman nya.  ",Positif,Positif,Positif,Positif,Netral
"
Tempat tepat utk menikmati indomie kuah dan jus kuini serta poding telur.  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat y ok ..tapi masih enak ygagam...  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat yang menarik dan patut untuk di kunjungi  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
tempatnya as di warung agam..n rasa nya juga hampir sama. . . disini bisa order berbagai macam indomie  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya Asyik buat nongkrng ada kopi Aceh..dan banyak pilihan kulinernya...selamu rame..cocok buat yg berjiwa muda  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya bagus..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya bagus...Pelayanan nya kurang  ",Aspek tidak ada,Aspek tidak ada,Negatif,Positif,Aspek tidak ada
"
Tempatnya bersih, playanan cepat, menu makanan ckp bervariasi  ",Netral,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempatnya gak jauh dari warkop agam dan enaknya setara  ",Netral,Positif,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempatnya luas dan ada musholanya  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya mantap.. Buat nyantai.. cuma kalau agak malam agak ramai, jadi harus nunggu kalau lagi full.. Cuma masukan buat Owner, coba dibagian depannya agak ditambah dikit kipas anginnya.. apalagi kalau siang agak pengap dan gerah🙏🙏🙏  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempatnya nongkrong bareng yang asyik  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya Nyaman dan cepat datang orderan makanan nya pokoknya Mantap bro  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempatnya rame muda mudi bisa skalian cuci mata n makanan minuman lumayan ok  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya sederhana namun lumayan nyaman, indomienya mantap tak berasa indomie standar lagi, jadi berasa mie buatan seorang chef...  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempatnya selalu ramai Dan harga nya standard.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Netral
"
Ter de best. Indomie becek atau indomie aceh!! Di seberangnya pas ada sate taichan. Enak skali..antriannya panjang  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
The real taste of indomie bangladesh... Tempatmya lumayan bersih dan selalu rame. Tempat ini pindahan dari warkop.iwan di Rs. Elisabeth. Harganya murah terjangkau dan rasanya boleh diadu dengan warkop bermicin lainnya hehehe.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Toilet nya bersih 👍  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
top. tempatnya nyaman dan makanannya enak. apalagi ada konsep outdoornya keren sih. buruan ke sini skuy. ntapp  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tst nya lumayan tpi terlalu manis  ",Aspek tidak ada,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Typical Warkop medan, harga bersahabat  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Ukuran warkop nyaman la  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Untuk makan dan nongkrong dimedan ini enak dan harga sangat sangat terjangkau  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Warkop / Warmindo (warung makan indomie) terbaik di Medan. Pelayanan cepat dan ramah. Indomie becek dan TST (teh sisu telor) nya the best lah pokoknya.  ",Positif,Positif,Positif,Aspek tidak ada,Aspek tidak ada
"
Warkop ampas, lagi nongkrong diusir, najis datang ke tempat kayak gini.  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Warkop dengan sajian Mie Becek dgn cita rasa yg istimewa dgn minuman TST yg TOP dgn harga yg terjangkau  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Warkop ni d belakang komplek multatuli mdn jln h. Misbah.. Bersih. Pelayanan Ok. banyak varian menu ala mie.. Risol. Ok lah buat nongkrong  ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Warkop nya mantap ramai  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Warkop terhits untuk makan indomie yang berada di kota medanSangat ramai pada malam hari  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Warkop, menjual.berbgai minuman dan makanan. Nasi/mie goreng, bandrek, Anke juice, TST,dll  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warmindo Paling rame nih di Multatuli..Bangladeshnya jangan lupa di coba...  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Warung indomie enak dan nyaman  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Enaaaak  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan favorit  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap kopinya  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap mie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mantap! ada wifi nya  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Menyediakan segala jenis indomie.....masakan khas aceh.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie aceh lezat  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nyaman  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Rame cocok utk keluarga dan teman2  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat rame kali  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tmpt makan nya rame banget  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Warkop dengan rasa mie paling ciri khas ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
rasa makanannya enak dan murah... ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Bingung mie nya gelei2 jijay gitu tapi endes men hahaha best lah ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie nya enak ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lokasi enak ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
ini tuh tempat kece. ramah juga abang abangnya. ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Menunya enak dan selalu ramai ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Rasain BANGLADESH MIE nya...Syahrini aja mkn mie ini ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
buat indomie keuahnya mantap,namboru uno 😁 ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makasih agam senyum kasi kami minum gratis ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Mie bangladsh nya tiada dua nya.. #nikmaat ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangaladesnya enak, pelayanan cepat ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Rasanya enak banget. Harga murah ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
biasa aja, tapi ramenya luar biasa ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makan disini maknyos..sedap sedap sedap. Ramai lagi ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie banglades nya top lah ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap indomie banglades... kaya akan rempah ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie banglades nya yahud . Harga terjangkau ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Enak Mie Nya ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Intinya pecinta mie wajib kesini deh. Kasih penilaian sendiri. Bukan warung mie biasa. Menu favorit saya Mie Banglades Jumbo plus Puding telor. Gila nikmat dunia ga tu ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
selalu menjadi the best combo bangladesh x poding telur ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Walaupun siang ramai sekali dan tempat juga luas. ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan tak sodap  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Ada jus pinang  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Aku suka dengan mie Aceh ya, rasanya ahh mantap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bagus, ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Bagus. Enak. Ramah.  ",Positif,Positif,Positif,Positif,Aspek tidak ada
"
Bagus..harganya terjangkau dan pastinya enak  ",Positif,Positif,Aspek tidak ada,Positif,Positif
"
Bangladesh oke punya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Banyak pengamen nya  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Banyak pengamen nya, tapi murah cocok untuk anak muda  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Positif
"
Banyak pilihan,  ada ketoprak juga, cuma lantai Banyak tisu , tidak begitu di bersihkan langsung,  tapi makanan OK la. Lupa Foto**  ",Positif,Positif,Negatif,Negatif,Aspek tidak ada
"
Bersih dan harga sangat bersahabat  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Bersih, enak makanan dan minumanny dan banyak pilihan menu ny  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Best recommended, tongkrongan yang nyaman, makanan dan minuman yang enak...  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Biasa aja lah kek warkop2 pada umumnya di kota medan ini, not bad  ",Netral,Netral,Netral,Netral,Netral
"
Bole la tempat nya lengkap bnyak pilihan makanan ..  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Boleh lah, walau rasanya ga kayak dulu.. warna bumbunya agak pucat sih, rasa dari bumbu bawaan mienya masih lebih dominan  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Buka hingga tengah malam,menu nya enak2,minumannya juga,pokoknya rekomendasi banget!  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Cepet masaknya  ",Positif,Aspek tidak ada,Netral,Aspek tidak ada,Aspek tidak ada
"
Cocok buat kalaian yg ingin nongkrong nyantai bareng temen ataupun keluarga, mie bangladess rekomded  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak  ",Positif,Netral,Netral,Netral,Aspek tidak ada
"
Enak buat nongkrong malam sambil menikmati indomie dll. Juga tersedia soto sop  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak buat nongkrong, buka dari sore sampai malam ,, sebelnya banyak nyamuk 😌  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Enak dan murah  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Enak makanan ny, nyaman, tst ny Mantaaafffpp  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak minuman serai nya  ",Netral,Positif,Netral,Netral,Netral
"
Enaknya si karena harga masih terjangkau, gak enaknya ... Rasa nya masih kurang pas di lidah saya.  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Ga terlalu crowded. Penjualnya ramah2. Rasa makanan standar. Harga udah pasti murah meriah. Di sini jg jual indomie Bangladesh spt di warkop Agem yg terkenal itu. Cuma Agem lebih rame dan berisik.  ",Netral,Positif,Positif,Positif,Positif
"
Gak sesuai expektasi. tapi murah sih. Cocok untuk nongkrong pas aku lagi cekak 😄. Jus mangganya the best 🤩  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Gile... Byk beud yg ngamen...  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Hangout dgn harga murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Harga gak juh beda sama iwan , agam , dll...Rasa juga 11-12.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Harga makanannya standard,tampatnya nyaman, rasa makanan ya juga lumayan  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Netral
"
Harga makanannya terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Harganya terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie balagdesh nya enak loh . Mie Aceh nya juga mantap terbilang terjangkau juga harganya . Cuman yang buat syok harga pisang nya mahal cin 20 ribu hanya dapat 4 atau 5 potong pisang hahaha.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Indomie banglades plus poding telur nya mantepTambah pagi TST nya kental banget  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie bangladesh topppp markontop  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie ny enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Ini tuh ajib banget. Sebenernya di Agem enak tapi sumpek abis, rasa makanannya 11-12 lah kalo mau cari tempat yg luas dan udaranya gak pengap disini aja!  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
